-3.433249577300370725e-02,1.177511723974170726e-01,-8.861246534368699690e-02,9.495818247518497679e-02,2.821279711638204069e-02,-5.340561844211702547e-02,-1.246570714247714068e-01,-3.457805890856532199e-02,-1.305926200040284924e-01,-1.602331915965259784e-02,-2.070846768734473931e-01,1.340643574994432596e-01,-1.581068599911596151e-01,-7.208711526120137325e-02,1.900578354110579182e-01,-8.974725877668178475e-02
-7.417552401699879783e-02,-3.590822912858391419e-02,-2.503959990441915195e-01,-2.326168976560344034e-02,3.001044516035971874e-02,-1.090815585294359347e-01,-3.633993682837912687e-01,-1.851524443385233754e-01,1.362550356660178208e-01,2.527698797435688760e-02,1.707439552142064054e-01,3.157592939203245352e-01,9.104224171721105041e-02,1.253922164924542448e-01,-1.865592609722933892e-01,3.166388909066588514e-02
1.081426592332473541e-01,1.070717700577955150e-01,-7.669713499168613613e-02,-5.381119868992486482e-02,-7.395794762991639293e-02,-8.721095591442462602e-02,-1.074645593095044649e-01,-2.645878395425286800e-01,-2.788054797940932583e-01,1.597761995892625353e-01,4.120168767819716582e-02,1.605538597629320441e-01,-1.449671791101776741e-01,5.535851148467011568e-02,4.744545275025275483e-02,-4.565335683408602852e-02
7.099692181903223542e-02,2.184287512011777177e-01,-8.025369366405567251e-02,4.022861184269789503e-02,-1.486188908325742353e-01,-1.746032777533780278e-01,-1.224039382048743158e-01,-2.014879292795654711e-02,-7.665033432877374486e-02,-1.015535135275244388e-01,9.615019184342439573e-02,-1.050348729218272825e-01,2.406483824156671354e-03,-5.435166474523855235e-02,-1.400485153041719777e-01,-6.289422753737980432e-02
9.886101522313917381e-03,-3.912310375673929697e-01,-2.695536508238846052e-01,-2.440481483323831968e-01,1.978691244306841901e-01,-2.744668125397163871e-01,1.092603964063549454e-01,1.566691838972741890e-01,1.061553349432864252e-01,-1.280925209345422887e-02,1.518495053720296251e-01,5.832949721329493131e-02,6.423576487099355581e-02,-1.223841249931134911e-01,-1.968811131267350981e-02,6.627924347169512898e-02
7.804499376364183727e-02,-3.490520719698336216e-01,-4.941289380837796813e-02,-1.133890517329491504e-01,-1.184929564209923208e-01,-3.037761006201713521e-01,5.718533150247770425e-02,2.416866956408449396e-01,7.596031299986120977e-02,-1.152144002004527740e-01,-1.857141517272451747e-01,-1.677039050721068972e-02,9.037686765865003691e-02,1.436922522928788248e-01,1.464481378736730011e-01,-7.333285777806043682e-02
7.044676011493655743e-02,-1.051854872563381532e-01,-3.386711695467204547e-02,-6.013632822087660451e-02,1.406431518603557806e-01,-2.527467163210354584e-01,2.731889822684668498e-02,1.344363063247365356e-03,-1.958095718452013412e-01,-4.246062493218961120e-01,3.278691485124610172e-01,6.979089727663662091e-02,-1.213146409130554659e-01,-4.428163457873402625e-02,-8.377777909384100108e-02,-8.465926481860931718e-02
4.206675989472654850e-03,7.320654738436313536e-02,3.623639096797675041e-01,-8.281166893978895993e-02,1.014178738930833074e-01,1.310238766796129051e-01,-2.661666932516427164e-01,-1.344001846727305993e-01,-1.540794768588310895e-02,-6.161820995084503483e-02,1.941476653088050619e-02,1.424742936344031707e-01,-3.440094466640613580e-01,-2.428218474129643922e-01,-4.765954325317236367e-02,1.186007864474894619e-01
-2.895980050488353719e-01,1.884236844334064298e-01,1.523108815981759623e-01,-2.211463599893170595e-01,7.788617050851172341e-02,-7.080208106265110934e-02,-6.204827320389054261e-03,2.518560341746677034e-02,-1.603898242997474632e-01,-1.623036710815554118e-01,1.237066020701151903e-01,1.125922448655886504e-01,6.557416304884478020e-02,-8.488299162136611620e-02,-1.468603831959721870e-02,-9.557193695558571095e-03
-1.407878581917949290e-01,6.056842947773193736e-02,3.106158873435425211e-02,-1.997535701757974791e-01,1.000071991634636226e-01,-2.760607421954517499e-02,-1.599973660779076823e-01,2.370764667823001826e-01,-1.842386974784907816e-01,1.850045850173936413e-01,4.838264104002128890e-02,-8.884604358820154257e-02,-2.068280740388807881e-01,-2.402978416930161565e-01,1.179458462695122806e-01,-4.719943466780619247e-03
